Time,Rationality: 1,Rationality: 2,Rationality: 5,Rationality: 10,Stderr Rationality: 1,Stderr Rationality: 2,Stderr Rationality: 5,Stderr Rationality: 10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.010303079008771842,0.21575706935568506,0.5513273490085281,0.3735502724944587,0.009006479091332455,0.04674013285180447,0.09732050245429262,0.11486574563624864
100,0.29611194004966307,1.0556681748251686,2.530713358771823,2.606012398971115,0.028966373442328847,0.0591412998690117,0.10741567482359012,0.14024917813325047
500,0.36800517292210744,1.3186911230253793,3.1418616475108476,3.754928723042511,0.02870249612111916,0.06343817793789952,0.110674297701457,0.12616131706494915
Max,0.3877735902764857,1.312654171823045,3.3538460989032277,4.4643418803984085,0.014193147877687318,0.03135770001333002,0.05330563749248525,0.06053414377520428
